"No.","Time","Source","Destination","Protocol","Length","Info"
"1522","19.479335","172.27.131.52","180.149.145.241","TCP","54","64212  >  443 [ACK] Seq=518 Ack=138 Win=66560 Len=0"
"1523","19.479773","172.27.131.52","180.149.145.241","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"1525","19.505512","172.27.131.52","180.149.145.241","TLSv1.2","744","Application Data"
"1528","19.537900","172.27.131.52","180.149.145.241","TLSv1.2","1476","Application Data"
"1531","19.591779","172.27.131.52","180.149.145.241","TLSv1.2","1475","Application Data"
"1533","19.604650","172.27.131.52","180.149.145.241","TLSv1.2","85","Encrypted Alert"
"1534","19.614584","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=40309 Ack=18485 Win=255 Len=0"
"1539","19.629247","172.27.131.52","180.149.145.241","TCP","54","64212  >  443 [ACK] Seq=1290 Ack=792 Win=65792 Len=0"
"1540","19.629402","172.27.131.52","180.149.145.241","TCP","54","64212  >  443 [FIN, ACK] Seq=1290 Ack=792 Win=65792 Len=0"
"1543","19.682274","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=108946 Ack=48555 Win=255 Len=0"
"1545","19.727475","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=65175 Ack=29686 Win=260 Len=0"
"1546","19.736326","172.27.131.52","180.149.145.241","TLSv1.2","1474","Application Data"
"1548","19.785977","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=65175 Ack=29686 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"1549","19.785981","172.27.131.52","180.149.145.241","TLSv1.2","115","Application Data"
"1550","19.786708","172.27.131.52","180.149.145.241","TCP","1506","64182  >  443 [ACK] Seq=40309 Ack=18485 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"1551","19.786709","172.27.131.52","180.149.145.241","TLSv1.2","114","Application Data"
"1558","20.024901","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=41821 Ack=19218 Win=260 Len=0"
"1559","20.026838","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=66688 Ack=30410 Win=258 Len=0"
"1561","20.116760","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=74453 Ack=34036 Win=255 Len=0"
"1562","20.122360","172.27.131.52","180.149.145.241","TLSv1.2","1477","Application Data"
"1564","20.125423","172.27.131.52","52.114.75.78","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1566","20.175672","172.27.131.52","180.149.145.241","TLSv1.2","1477","Application Data"
"1569","20.279907","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=75876 Ack=34667 Win=260 Len=0"
"1571","20.308681","172.27.131.52","180.149.145.241","TLSv1.2","1477","Application Data"
"1573","20.309163","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=75876 Ack=34667 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"1574","20.309166","172.27.131.52","180.149.145.241","TLSv1.2","116","Application Data"
"1579","20.349886","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=68111 Ack=31026 Win=255 Len=0"
"1582","20.436814","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=111789 Ack=49815 Win=258 Len=0"
"1583","20.459921","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=111789 Ack=49815 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"1584","20.459923","172.27.131.52","180.149.145.241","TLSv1.2","119","Application Data"
"1587","20.504106","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=68111 Ack=31026 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"1588","20.504107","172.27.131.52","180.149.145.241","TLSv1.2","116","Application Data"
"1589","20.504526","172.27.131.52","180.149.145.241","TCP","1506","64182  >  443 [ACK] Seq=41821 Ack=19218 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"1590","20.504527","172.27.131.52","180.149.145.241","TLSv1.2","122","Application Data"
"1597","20.658354","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=113306 Ack=50554 Win=255 Len=0"
"1603","20.713764","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=77390 Ack=35404 Win=258 Len=0"
"1604","20.724395","172.27.131.52","180.149.145.241","TLSv1.2","1458","Application Data"
"1606","20.735956","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=69625 Ack=31757 Win=260 Len=0"
"1607","20.747726","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=43341 Ack=19967 Win=257 Len=0"
"1619","20.848203","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=114710 Ack=51167 Win=260 Len=0"
"1620","20.966196","172.27.131.52","180.149.145.241","TLSv1.2","1458","Application Data"
"1621","20.967079","172.27.131.52","180.149.145.241","TLSv1.2","1461","Application Data"
"1622","20.971285","172.27.131.52","180.149.145.241","TLSv1.2","1465","Application Data"
"1623","20.972316","172.27.131.52","180.149.145.241","TCP","1506","64182  >  443 [ACK] Seq=43341 Ack=19967 Win=257 Len=1452 [TCP segment of a reassembled PDU]"
"1624","20.972322","172.27.131.52","180.149.145.241","TLSv1.2","97","Application Data"
"1636","21.118045","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=71036 Ack=32375 Win=258 Len=0"
"1638","21.122052","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=116114 Ack=51760 Win=258 Len=0"
"1639","21.137300","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=78797 Ack=35998 Win=255 Len=0"
"1640","21.159303","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=44836 Ack=20647 Win=255 Len=0"
"1641","21.166514","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=116114 Ack=51760 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"1642","21.166516","172.27.131.52","180.149.145.241","TLSv1.2","102","Application Data"
"1643","21.166824","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=78797 Ack=35998 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"1644","21.166825","172.27.131.52","180.149.145.241","TLSv1.2","97","Application Data"
"1645","21.173374","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=71036 Ack=32375 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"1646","21.173376","172.27.131.52","180.149.145.241","TLSv1.2","100","Application Data"
"1654","21.238957","172.27.131.52","180.149.145.241","TLSv1.2","1457","Application Data"
"1660","21.374321","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=80292 Ack=36678 Win=260 Len=0"
"1661","21.395658","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=46239 Ack=21248 Win=260 Len=0"
"1664","21.442760","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=72534 Ack=33057 Win=255 Len=0"
"1666","21.459095","172.27.131.52","180.149.145.241","TLSv1.2","1464","Application Data"
"1667","21.463144","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=80292 Ack=36678 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"1668","21.463144","172.27.131.52","180.149.145.241","TLSv1.2","96","Application Data"
"1672","21.584089","172.27.131.52","180.149.145.241","TLSv1.2","1447","Application Data"
"1675","21.626860","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=119024 Ack=53075 Win=260 Len=0"
"1676","21.661403","172.27.131.52","180.149.145.241","TLSv1.2","1444","Application Data"
"1677","21.662178","172.27.131.52","180.149.145.241","TCP","1506","64182  >  443 [ACK] Seq=46239 Ack=21248 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"1678","21.662182","172.27.131.52","180.149.145.241","TLSv1.2","103","Application Data"
"1684","21.703533","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=81786 Ack=37361 Win=258 Len=0"
"1685","21.706495","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=73927 Ack=33644 Win=260 Len=0"
"1687","21.800255","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=120414 Ack=53654 Win=258 Len=0"
"1688","21.807105","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=120414 Ack=53654 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"1689","21.807106","172.27.131.52","180.149.145.241","TLSv1.2","86","Application Data"
"1695","21.858298","172.27.131.52","180.149.145.241","TLSv1.2","1451","Application Data"
"1696","21.858785","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=73927 Ack=33644 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"1697","21.858786","172.27.131.52","180.149.145.241","TLSv1.2","83","Application Data"
"1698","21.882247","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=47740 Ack=21964 Win=258 Len=0"
"1702","21.928406","172.27.131.52","180.149.145.241","TLSv1.2","1452","Application Data"
"1714","21.999782","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=83183 Ack=37947 Win=255 Len=0"
"1715","22.006215","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=83183 Ack=37947 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"1716","22.006215","172.27.131.52","180.149.145.241","TLSv1.2","84","Application Data"
"1724","22.055119","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=121898 Ack=54322 Win=256 Len=0"
"1725","22.058007","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=49138 Ack=22554 Win=255 Len=0"
"1726","22.063472","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=121898 Ack=54322 Win=256 Len=1452 [TCP segment of a reassembled PDU]"
"1727","22.063473","172.27.131.52","180.149.145.241","TLSv1.2","91","Application Data"
"1728","22.086617","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=75408 Ack=34305 Win=258 Len=0"
"1731","22.172830","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=75408 Ack=34305 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"1732","22.172833","172.27.131.52","180.149.145.241","TLSv1.2","101","Application Data"
"1734","22.285152","172.27.131.52","180.149.145.241","TLSv1.2","1452","Application Data"
"1739","22.363868","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=84665 Ack=38631 Win=260 Len=0"
"1743","22.425670","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=50536 Ack=23143 Win=260 Len=0"
"1744","22.441685","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=123387 Ack=55000 Win=260 Len=0"
"1745","22.466450","172.27.131.52","180.149.145.241","TLSv1.2","1458","Application Data"
"1746","22.466811","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=84665 Ack=38631 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"1747","22.466813","172.27.131.52","180.149.145.241","TLSv1.2","85","Application Data"
"1752","22.520687","172.27.131.52","180.149.145.241","TLSv1.2","1472","Application Data"
"1757","22.634161","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=124791 Ack=55596 Win=258 Len=0"
"1758","22.669090","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=51954 Ack=23767 Win=258 Len=0"
"1760","22.727355","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=76907 Ack=34984 Win=255 Len=0"
"1762","22.770546","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=86148 Ack=39297 Win=258 Len=0"
"1763","22.772736","172.27.131.52","180.149.145.241","TCP","66","64213  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1764","22.779081","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=124791 Ack=55596 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"1765","22.779081","172.27.131.52","180.149.145.241","TLSv1.2","97","Application Data"
"1766","22.779339","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=86148 Ack=39297 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"1767","22.779341","172.27.131.52","180.149.145.241","TLSv1.2","117","Application Data"
"1771","22.796917","172.27.131.52","180.149.145.241","TCP","54","64213  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"1772","22.797005","172.27.131.52","180.149.145.241","TLSv1.2","571","Client Hello"
"1781","22.823264","172.27.131.52","180.149.145.241","TCP","54","64213  >  443 [ACK] Seq=518 Ack=138 Win=66560 Len=0"
"1782","22.823443","172.27.131.52","180.149.145.241","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"1784","22.849408","172.27.131.52","180.149.145.241","TLSv1.2","744","Application Data"
"1786","22.925721","172.27.131.52","180.149.145.241","TLSv1.2","1476","Application Data"
"1787","22.926736","172.27.131.52","180.149.145.241","TLSv1.2","1476","Application Data"
"1792","23.006608","172.27.131.52","180.149.145.241","TLSv1.2","85","Encrypted Alert"
"1794","23.014331","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=126286 Ack=56290 Win=255 Len=0"
"1798","23.031372","172.27.131.52","180.149.145.241","TCP","54","64213  >  443 [ACK] Seq=1290 Ack=792 Win=65792 Len=0"
"1799","23.031542","172.27.131.52","180.149.145.241","TCP","54","64213  >  443 [FIN, ACK] Seq=1290 Ack=792 Win=65792 Len=0"
"1801","23.049771","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=53376 Ack=24388 Win=256 Len=0"
"1803","23.074434","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=78329 Ack=35606 Win=260 Len=0"
"1805","23.137522","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=87663 Ack=40028 Win=255 Len=0"
"1807","23.222498","172.27.131.52","180.149.145.241","TLSv1.2","1480","Application Data"
"1808","23.226644","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=87663 Ack=40028 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"1809","23.226646","172.27.131.52","180.149.145.241","TLSv1.2","115","Application Data"
"1810","23.227096","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=78329 Ack=35606 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"1811","23.227097","172.27.131.52","180.149.145.241","TLSv1.2","115","Application Data"
"1817","23.285797","172.27.131.52","180.149.145.241","TLSv1.2","1471","Application Data"
"1820","23.357904","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=127712 Ack=56924 Win=260 Len=0"
"1824","23.415004","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=54793 Ack=25003 Win=260 Len=0"
"1826","23.485986","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=127712 Ack=56924 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"1827","23.485987","172.27.131.52","180.149.145.241","TLSv1.2","119","Application Data"
"1828","23.487050","172.27.131.52","180.149.145.241","TCP","1506","64182  >  443 [ACK] Seq=54793 Ack=25003 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"1829","23.487056","172.27.131.52","180.149.145.241","TLSv1.2","116","Application Data"
"1835","23.526889","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=89176 Ack=40752 Win=260 Len=0"
"1836","23.540888","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=79842 Ack=36332 Win=258 Len=0"
"1837","23.580568","172.27.131.52","180.149.145.241","TLSv1.2","1471","Application Data"
"1840","23.613151","172.27.131.52","180.149.145.241","TLSv1.2","1477","Application Data"
"1845","23.692472","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=56307 Ack=25740 Win=258 Len=0"
"1849","23.707851","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=90593 Ack=41384 Win=258 Len=0"
"1850","23.719591","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=129229 Ack=57670 Win=257 Len=0"
"1851","23.741652","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=81265 Ack=36954 Win=255 Len=0"
"1852","23.748092","172.27.131.52","180.149.145.241","TLSv1.2","1475","Application Data"
"1855","23.802405","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=90593 Ack=41384 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"1856","23.802406","172.27.131.52","180.149.145.241","TLSv1.2","116","Application Data"
"1857","23.802693","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=81265 Ack=36954 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"1858","23.802693","172.27.131.52","180.149.145.241","TLSv1.2","116","Application Data"
"1859","23.826847","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=64735 Ack=28620 Win=257 Len=0"
"1865","23.887574","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=130650 Ack=58286 Win=255 Len=0"
"1866","23.954889","172.27.131.52","180.149.145.241","TLSv1.2","1458","Application Data"
"1867","23.955133","172.27.131.52","180.149.145.241","TCP","1506","64181  >  443 [ACK] Seq=64735 Ack=28620 Win=257 Len=1452 [TCP segment of a reassembled PDU]"
"1868","23.955134","172.27.131.52","180.149.145.241","TLSv1.2","108","Application Data"
"1871","23.987561","172.27.131.52","180.149.145.241","TLSv1.2","1458","Application Data"
"1877","24.028535","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=92107 Ack=42116 Win=255 Len=0"
"1878","24.030538","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=82779 Ack=37707 Win=260 Len=0"
"1880","24.109355","172.27.131.52","52.114.75.78","TCP","147","[TCP Retransmission] 64207  >  443 [PSH, ACK] Seq=213 Ack=3788 Win=65280 Len=93"
"1881","24.110241","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=57711 Ack=26333 Win=255 Len=0"
"1884","24.163045","172.27.131.52","180.149.145.241","TLSv1.2","1444","Application Data"
"1885","24.166506","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=66241 Ack=29364 Win=260 Len=0"
"1889","24.338843","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=133444 Ack=59461 Win=258 Len=0"
"1890","24.340106","172.27.131.52","180.149.145.241","TLSv1.2","1451","Application Data"
"1891","24.341323","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=92107 Ack=42116 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"1892","24.341325","172.27.131.52","180.149.145.241","TLSv1.2","97","Application Data"
"1896","24.393081","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=82779 Ack=37707 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"1897","24.393081","172.27.131.52","180.149.145.241","TLSv1.2","91","Application Data"
"1898","24.393355","172.27.131.52","180.149.145.241","TCP","1506","64181  >  443 [ACK] Seq=66241 Ack=29364 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"1899","24.393357","172.27.131.52","180.149.145.241","TLSv1.2","83","Application Data"
"1905","24.441432","172.27.131.52","180.149.145.241","TLSv1.2","1459","Application Data"
"1908","24.489868","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=134841 Ack=60074 Win=256 Len=0"
"1911","24.564922","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=59116 Ack=26942 Win=260 Len=0"
"1912","24.600167","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=84268 Ack=38407 Win=258 Len=0"
"1914","24.604025","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=134841 Ack=60074 Win=256 Len=1452 [TCP segment of a reassembled PDU]"
"1915","24.604025","172.27.131.52","180.149.145.241","TLSv1.2","90","Application Data"
"1916","24.606108","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=93602 Ack=42816 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"1917","24.606110","172.27.131.52","180.149.145.241","TLSv1.2","104","Application Data"
"1923","24.678030","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=67722 Ack=30013 Win=258 Len=0"
"1924","24.684513","172.27.131.52","180.149.145.241","TLSv1.2","1453","Application Data"
"1927","24.788032","172.27.131.52","180.149.145.241","TLSv1.2","1444","Application Data"
"1928","24.788752","172.27.131.52","180.149.145.241","TLSv1.2","1451","Application Data"
"1933","24.834886","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=136329 Ack=60759 Win=260 Len=0"
"1934","24.850522","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=136329 Ack=60759 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"1935","24.850525","172.27.131.52","180.149.145.241","TLSv1.2","92","Application Data"
"1936","24.859815","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=95104 Ack=43525 Win=258 Len=0"
"1941","24.923279","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=87057 Ack=39573 Win=260 Len=0"
"1942","24.953514","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=69119 Ack=30607 Win=256 Len=0"
"1947","25.065811","172.27.131.52","52.114.75.78","TCP","1494","64207  >  443 [ACK] Seq=306 Ack=3839 Win=65280 Len=1440 [TCP segment of a reassembled PDU]"
"1948","25.065812","172.27.131.52","52.114.75.78","TLSv1.2","191","Application Data"
"1950","25.070195","172.27.131.52","180.149.145.241","TLSv1.2","1452","Application Data"
"1952","25.128259","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=95104 Ack=43525 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"1953","25.128261","172.27.131.52","180.149.145.241","TLSv1.2","96","Application Data"
"1954","25.128524","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=87057 Ack=39573 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"1955","25.128524","172.27.131.52","180.149.145.241","TLSv1.2","83","Application Data"
"1956","25.128749","172.27.131.52","180.149.145.241","TCP","1506","64181  >  443 [ACK] Seq=69119 Ack=30607 Win=256 Len=1452 [TCP segment of a reassembled PDU]"
"1957","25.128750","172.27.131.52","180.149.145.241","TLSv1.2","84","Application Data"
"1966","25.211830","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=139217 Ack=62031 Win=255 Len=0"
"1967","25.282353","172.27.131.52","180.149.145.241","TLSv1.2","1458","Application Data"
"1968","25.282614","172.27.131.52","180.149.145.241","TCP","1506","64182  >  443 [ACK] Seq=59116 Ack=26942 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"1969","25.282616","172.27.131.52","180.149.145.241","TLSv1.2","91","Application Data"
"1975","25.362398","172.27.131.52","52.114.75.78","TCP","1494","64207  >  443 [ACK] Seq=1883 Ack=3839 Win=65280 Len=1440 [TCP segment of a reassembled PDU]"
"1976","25.362401","172.27.131.52","52.114.75.78","TCP","1494","64207  >  443 [ACK] Seq=3323 Ack=3839 Win=65280 Len=1440 [TCP segment of a reassembled PDU]"
"1977","25.369801","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=70601 Ack=31275 Win=260 Len=0"
"1979","25.412834","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=88538 Ack=40227 Win=258 Len=0"
"1980","25.419495","172.27.131.52","180.149.145.241","TLSv1.2","1471","Application Data"
"1985","25.458974","172.27.131.52","180.149.145.241","TLSv1.2","1476","Application Data"
"1987","25.467320","172.27.131.52","180.149.145.241","TCP","66","64214  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"1990","25.492460","172.27.131.52","180.149.145.241","TCP","54","64214  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"1991","25.492537","172.27.131.52","180.149.145.241","TLSv1.2","571","Client Hello"
"1993","25.501765","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=96598 Ack=44191 Win=255 Len=0"
"1994","25.516737","172.27.131.52","180.149.145.241","TLSv1.2","1475","Application Data"
"1997","25.541972","172.27.131.52","180.149.145.241","TCP","54","64180  >  443 [ACK] Seq=89955 Ack=40851 Win=255 Len=0"
"2000","25.548345","172.27.131.52","180.149.145.241","TCP","1506","64177  >  443 [ACK] Seq=140621 Ack=62631 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2001","25.548347","172.27.131.52","180.149.145.241","TLSv1.2","116","Application Data"
"2005","25.586656","172.27.131.52","180.149.145.241","TCP","54","64181  >  443 [ACK] Seq=72023 Ack=31896 Win=258 Len=0"
"2006","25.595916","172.27.131.52","180.149.145.241","TCP","54","64182  >  443 [ACK] Seq=60605 Ack=27611 Win=258 Len=0"
"2009","25.657182","172.27.131.52","180.149.145.241","TCP","54","64179  >  443 [ACK] Seq=98019 Ack=44813 Win=260 Len=0"
"2011","25.660314","172.27.131.52","52.114.75.78","TLSv1.2","1399","Application Data"
"2014","25.676983","172.27.131.52","180.149.145.241","TCP","54","64214  >  443 [ACK] Seq=518 Ack=138 Win=66560 Len=0"
"2015","25.677199","172.27.131.52","180.149.145.241","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"2017","25.704644","172.27.131.52","180.149.145.241","TLSv1.2","744","Application Data"
"2019","25.803352","172.27.131.52","180.149.145.241","TCP","1506","64179  >  443 [ACK] Seq=98019 Ack=44813 Win=260 Len=1452 [TCP segment of a reassembled PDU]"
"2020","25.803352","172.27.131.52","180.149.145.241","TLSv1.2","97","Application Data"
"2021","25.807297","172.27.131.52","180.149.145.241","TCP","1506","64180  >  443 [ACK] Seq=89955 Ack=40851 Win=255 Len=1452 [TCP segment of a reassembled PDU]"
"2022","25.807299","172.27.131.52","180.149.145.241","TLSv1.2","115","Application Data"
"2023","25.807549","172.27.131.52","180.149.145.241","TCP","1506","64181  >  443 [ACK] Seq=72023 Ack=31896 Win=258 Len=1452 [TCP segment of a reassembled PDU]"
"2024","25.807549","172.27.131.52","180.149.145.241","TLSv1.2","114","Application Data"
"2030","25.837478","172.27.131.52","180.149.145.241","TLSv1.2","85","Encrypted Alert"
"2032","25.850146","172.27.131.52","180.149.145.241","TLSv1.2","1472","Application Data"
"2036","25.864264","172.27.131.52","180.149.145.241","TCP","54","64214  >  443 [ACK] Seq=1290 Ack=792 Win=65792 Len=0"
"2037","25.864495","172.27.131.52","180.149.145.241","TCP","54","64214  >  443 [FIN, ACK] Seq=1290 Ack=792 Win=65792 Len=0"
"2041","25.953645","172.27.131.52","40.90.189.152","TLSv1.2","127","Application Data"
"2043","25.970914","172.27.131.52","180.149.145.241","TCP","54","64177  >  443 [ACK] Seq=143553 Ack=64008 Win=255 Len=0"
"2044","25.981375","172.27.131.52","52.114.75.78","TCP","1494","64207  >  443 [ACK] Seq=6108 Ack=4200 Win=64768 Len=1440 [TCP segment of a reassembled PDU]"
